pid,date,dekad,B04,B08,B05,B11
368,2025-01-02,0,356.55555555555554,3477.3333333333335,1105.7777777777778,1049.7777777777778
369,2025-01-02,0,626.4444444444445,1608.6666666666667,958.7777777777778,1186.3333333333333
370,2025-01-02,0,875.1111111111111,1669.5555555555557,1124.111111111111,1736.3333333333333
590,2025-01-02,0,635.1111111111111,3106.222222222222,1329.111111111111,1607.4444444444443
594,2025-01-02,0,773.2222222222222,1869.111111111111,1165.2222222222222,1813.111111111111
595,2025-01-02,0,441.8888888888889,2830.0,1096.5555555555557,1477.7777777777778
606,2025-01-02,0,661.0,1767.7777777777778,982.8888888888889,1557.5555555555557
608,2025-01-02,0,509.77777777777777,1812.0,884.8888888888889,1456.4444444444443
646,2025-01-02,0,636.7777777777778,1887.7777777777778,976.8888888888889,1222.6666666666667
659,2025-01-02,0,606.6666666666666,2274.4444444444443,1139.0,1343.111111111111
660,2025-01-02,0,606.6666666666666,2274.4444444444443,1139.0,1343.111111111111
706,2025-01-02,0,469.8888888888889,1607.3333333333333,698.5555555555555,1108.5555555555557
711,2025-01-02,0,788.0,1398.0,1057.0,1386.111111111111
729,2025-01-02,0,678.6666666666666,2612.8888888888887,1312.111111111111,1613.111111111111
752,2025-01-02,0,810.8888888888889,1578.888888888889,1050.0,1262.7777777777778
763,2025-01-02,0,948.7777777777778,1968.2222222222222,1254.3333333333333,1945.7777777777778
774,2025-01-02,0,775.0,1720.6666666666667,1014.5555555555555,1500.888888888889
816,2025-01-02,0,885.0,1823.0,1266.6666666666667,1535.0
817,2025-01-02,0,453.77777777777777,3676.8888888888887,1230.4444444444443,1495.5555555555557
818,2025-01-02,0,483.3333333333333,2605.3333333333335,1167.3333333333333,1369.3333333333333
819,2025-01-02,0,835.1111111111111,1616.2222222222222,1090.0,1222.888888888889
821,2025-01-02,0,264.55555555555554,809.7777777777778,577.7777777777778,772.5555555555555
825,2025-01-02,0,320.55555555555554,3732.0,1164.3333333333333,1551.4444444444443
827,2025-01-02,0,242.33333333333334,3374.6666666666665,989.4444444444445,1497.5555555555557
836,2025-01-02,0,1085.3333333333333,1735.111111111111,1345.6666666666667,1477.7777777777778
846,2025-01-02,0,496.6666666666667,2760.222222222222,1211.7777777777778,1354.0
881,2025-01-02,0,863.3333333333334,2016.6666666666667,1218.2222222222222,1455.111111111111
889,2025-01-02,0,994.2222222222222,1422.888888888889,1152.2222222222222,1398.4444444444443
890,2025-01-02,0,261.22222222222223,3817.777777777778,912.8888888888889,1278.5555555555557
930,2025-01-02,0,369.3333333333333,3930.6666666666665,1102.2222222222222,1408.2222222222222
1270,2025-01-02,0,381.55555555555554,3802.6666666666665,1152.5555555555557,1439.3333333333333
1271,2025-01-02,0,733.4444444444445,1228.6666666666667,939.0,1054.4444444444443
1272,2025-01-02,0,575.8888888888889,2420.0,1183.888888888889,1348.3333333333333
1278,2025-01-02,0,1043.111111111111,1795.111111111111,1352.2222222222222,1828.6666666666667
1296,2025-01-02,0,453.22222222222223,2715.5555555555557,1049.5555555555557,1578.0
1297,2025-01-02,0,628.4444444444445,1335.111111111111,886.3333333333334,1673.4444444444443
1298,2025-01-02,0,642.3333333333334,2287.5555555555557,1213.5555555555557,1625.111111111111
1299,2025-01-02,0,543.3333333333334,892.6666666666666,652.8888888888889,1082.6666666666667
