pid,z_seed1,z_seed2,z_seed3,z_seed4,z_seed5,z_seed42,z_seed100,times_flagged,mean_z,crop,lat,lng
2702,6.27921197050715,3.102279361435266,8.846010609359721,7.148960324202144,3.9587285771003318,5.565624676988086,2.6149683254652545,7,5.359397692151136,Spring Barley,52.63116652738057,-6.479364256392735
2074,7.251809274999572,5.123472655359678,5.736610362477563,4.971407186282345,6.0450196487263375,3.0614315825871343,5.28823444971486,7,5.353997880021071,OSR,52.53575617527507,-6.25996886794875
875,7.2246084368337975,4.7100275896602755,4.79685004675436,5.1447935741001425,6.040368202547307,3.0316552534718952,6.2059203607220255,7,5.307746209155686,Spring Barley,52.47168600768584,-6.775872900780955
4815,7.699532212889059,3.664539089872009,5.433031851479996,4.248507195891917,5.322868167767611,3.759923769752135,6.814426928036875,7,5.2775470308128,Spring Barley,52.91256349458727,-6.272461724602418
1392,5.593714137596078,4.481717641102437,5.482652685717803,4.192074576433948,6.169163255887665,5.182506152052121,5.815839029382388,7,5.273952496881777,Winter Wheat,52.5957301512146,-7.082721059988378
2921,3.7520059071758696,4.359479560851349,3.4218281869603078,5.59517633382795,3.074547286587385,5.192655744787507,11.469969212062344,7,5.266523176036102,Winter Wheat,52.7445947932805,-6.909924203613098
4374,6.6981985580528285,1.6602711371928742,6.380882207600206,1.653730426784503,4.1871802029772445,4.718312566028684,11.470061903486394,5,5.252662428874677,Spring Barley,52.94691070665915,-7.033040384225725
2935,7.768516448874647,3.1307776894374006,5.502940047336626,3.6964588872755066,4.595109044068481,4.368228942358889,7.583237069645467,7,5.235038304142431,Maize,52.73121891557152,-6.934743312712726
4516,4.284971804189775,8.69600249241965,3.198552107582213,8.907705752154552,3.4026455046018085,3.8032998953142423,4.042584481324545,7,5.190823148226683,Winter Oats,52.97186871177422,-6.900341964268458
1150,5.597751487995914,3.8268311652309044,4.370565149420316,4.605184028127741,5.004288040066097,9.044752012052008,3.7819596005789533,7,5.175904497638847,Spring Barley,52.489251198811246,-6.480650461274898
889,3.2572078994640856,4.395361276187458,4.342799580615758,4.204717362584648,4.635478876515483,9.064297481466056,6.171924153457391,7,5.15311237575584,Spring Barley,52.47195750360938,-6.791120556383214
2049,3.1123334682725106,3.672670172139806,2.7776356425753113,3.6888991016716477,3.0992233041263892,5.381591982973474,14.325690802023985,7,5.151149210540447,Spring Barley,52.534029449886766,-6.382962013660481
4824,9.474132664590462,2.758641022513614,5.033557668908132,6.587068475891332,2.3873291102563443,2.5504747319185586,6.817759852870378,6,5.086994789564117,Winter Barley,52.91566921269844,-6.256874097986813
4848,3.966536565071087,6.078934777256505,4.112355792274177,5.978440931007745,4.231440318864416,4.392021126176649,6.506595430032595,7,5.038046420097596,Spring Barley,52.9173310743034,-6.27231090466581
3874,4.9376406907768216,4.740759248856844,3.8392635545531473,7.101410193863599,4.689929600933068,4.734426830621692,5.148732862733233,7,5.027451854619772,Winter Wheat,52.81656600615193,-6.898647632863535
1441,4.802428881702429,4.650893258316052,4.520811791745772,8.227040845484993,3.6700926285773554,3.722898315338658,5.426092755285922,7,5.002894068064455,Winter Barley,52.57622664006573,-6.889205954822343
1406,13.264373069195111,2.4093743064043527,6.111312904584782,2.991746875069966,4.219433296360619,2.451470842998075,3.3326241803702725,5,4.968619353569025,Spring Barley,52.51742532615365,-7.082879738114485
4706,11.01094585112745,3.855083444200967,6.151800433448741,3.868980726607369,4.841998720943373,2.4006060855923472,2.6319794795067963,6,4.9659135344895775,Winter Wheat,52.94596875900563,-6.870279475095661
33,5.464210159273023,5.462288336391122,1.8887173353088378,12.428724310219305,5.3404417006173,1.3635996817939349,2.6920101928614555,5,4.948570245209283,Spring Barley,52.33029862969479,-7.097961714710057
998,4.442222761759226,6.147709137303221,4.412198313919051,6.271612161176615,4.042036643044796,4.02567992256357,5.1623232938894965,7,4.9291117476651385,Spring Barley,52.417687236929545,-6.696721900849704
3935,5.192363692946949,3.5418698042716916,5.2679343232052265,3.4948861898325685,6.327508038092376,7.256936003637889,3.3228161744137568,7,4.914902032342923,Winter Wheat,52.88000757805131,-6.877250151119046
3503,5.4693788254446725,5.110754363513674,5.972046686381862,6.025589463582275,4.060034769659153,4.276340624459096,3.3910600283412773,7,4.900743537340287,Winter Wheat,52.77599538227436,-6.40152453492904
3345,3.6126101083581825,6.229690308674921,3.810092490874884,3.0037540287448494,4.585619522282044,4.338705014720963,8.615481845378756,7,4.885136188433514,Spring Barley,52.70718181467794,-6.587305982437539
4144,3.4154239379331504,3.4940580853852516,8.399059580363627,2.7120458967740992,6.563780152931344,4.21153187237338,5.306184809946737,7,4.8717263336725125,Winter Wheat,52.81028795089389,-6.698687170451219
3643,7.761817981358471,1.8279090029573313,6.149969813145618,1.7700952114700677,5.586113956007872,5.660932211514155,5.333404554474083,5,4.8700346758468,Spring Barley,52.84760891130696,-6.948807059494209
2323,5.641525233697542,2.6305718544218006,7.064322426685023,2.9361578388739513,7.204426765765668,2.666473649848232,5.932130579136671,7,4.867944049775555,Spring Barley,52.674970623779615,-6.885183988688275
3069,3.350853505795993,6.910296901167866,3.3433783528400154,6.4514225158855,7.018674931148223,3.5222816769920215,3.3921223632095194,7,4.85557574957702,Winter Wheat,52.7966439424806,-6.842486187319875
556,6.770393516819666,3.5234712702971067,6.584905032884845,3.717956748497975,4.606953827579781,3.4135436240981405,5.2431746806253425,7,4.837199814400408,Beans,52.40029305123692,-6.448073823110596
2734,4.051912192116889,1.7590854110824552,6.331828065759191,1.714067640559218,13.814038330539645,1.4246143360754,4.724521217053261,4,4.831438170455151,Maize,52.6132291176601,-6.47976897915336
2047,6.86907186835569,3.078581794779598,4.432777444332123,3.1810541243611685,2.6789423803003145,4.094673241239548,8.992262287493126,7,4.761051877265937,Spring Barley,52.532860134340886,-6.385226217731546
2256,10.417932569553534,2.378741716108468,5.055218692830207,2.5094595352866116,7.619434949403794,3.549418430846687,1.7252348553125643,5,4.750777249905981,Spring Barley,52.6083813344666,-6.989186177906646
2740,4.373729866642673,5.371622317668017,5.0022351429545875,4.674277868282343,5.2570078531797915,4.2271094518266175,4.338177755865912,7,4.749165750917134,Winter Barley,52.63516971751167,-6.485738069938904
3752,5.01564162825611,3.6956897078411055,6.191367914450872,4.391522213071747,4.2889066999494245,2.9259925902955226,6.727747026695932,7,4.748123968651531,Winter Oats,52.87294518602406,-6.933217042953314
4693,5.680845819551637,2.951620100285159,6.118324287755518,3.7114050044801807,4.975132557516215,2.823982684155488,6.878177391273201,7,4.7342125492882,Winter Oats,52.92438976425039,-6.893173282371779
2117,4.9207795395377785,3.9208149586603662,3.6261704076456978,7.0165902670570235,2.670105945201886,4.572549366445238,6.346709012190213,7,4.7248170709626,OSR,52.63378549061344,-7.099496078306682
1299,4.081085582557482,6.552490929129075,4.338874031531153,6.62743292552693,3.4961384905241797,2.3949426138867898,5.558148386872403,6,4.721301851432573,Spring Barley,52.47960509824812,-6.279851280193354
668,13.89817985992752,1.7825915545545283,3.86367376163394,1.900983168160008,3.663182311821408,1.9209000942139975,5.887076038411395,4,4.702369541246114,Spring Barley,52.36114083357597,-6.384990735924712
3955,3.59922792791136,3.3403600368716893,6.277743746572288,3.3738523610264024,3.6269155959952863,5.8274558546475905,6.33939719004426,7,4.626421816152697,Winter Wheat,52.88232711942135,-6.727941917960945
2294,5.3243271065913245,2.537177111885283,6.305052456412768,2.664622170624753,7.0189154741759,2.980297615630741,5.539171560140323,7,4.624223356494442,Spring Barley,52.64621526225118,-6.856921415852964
2887,4.855351730199956,4.419922648721889,3.821895587977743,4.528369452225144,5.437325793938165,5.074888694186995,4.2021995626602395,7,4.619993352844305,Winter Barley,52.71080055186705,-6.919809276249406
4290,6.061436194711753,5.162646639968112,3.5858929198680043,6.583345847747789,3.4351979499245844,3.0266605252125744,4.466303366724848,7,4.617354777736809,Spring Barley,52.85783999850013,-6.267008180836102
3247,4.158284143520136,6.728636923193727,4.047465496418654,4.083851375870538,4.913178419866317,4.763212160068182,3.625655384292437,7,4.617183414747141,Beans,52.7581717509684,-6.699061938354554
4572,2.631543218315206,6.463641486227366,3.663649307070786,7.8106824333426355,2.811739848782063,5.5692194395071715,3.0431441474750707,7,4.570517125817186,OSR,52.920985679957056,-6.916936150807469
1194,3.6575765004548515,5.145030981319043,3.3399643350680104,4.67245281050886,3.178202246187252,5.108894664384155,6.66240450358976,7,4.537789434501705,Spring Barley,52.40733173246135,-6.469902011591065
1600,5.666376624596323,4.601628884273372,5.428076768069909,4.422159799960552,5.180860088069382,4.208594657902473,2.2008239612573384,6,4.52978868344705,Spring Barley,52.54007600844645,-6.568172371100442
4400,3.1732592119441074,4.883107852304624,3.375419409153566,4.731450871644834,3.5685019955088007,4.469916424636792,7.406798805533278,7,4.515493510103715,Beans,52.954381567106935,-7.043484879533082
1646,5.9758737094360646,4.523156616684068,5.29758937706331,4.715015782116203,2.13069605887457,5.024130578836316,3.840446151701657,6,4.500986896387455,Potatoes,52.54621712611,-6.597324612076728
688,3.014059068164881,2.084145541616868,6.0111044582081945,2.0960930975790824,5.595337692068372,2.7939398821650077,9.851364290070684,5,4.4922920042675845,Spring Oats,52.38954232472744,-6.398433868002772
4622,7.06885548019568,3.286828302472452,4.587941707037472,5.806849094253892,2.962950631550111,3.05642237950248,4.535143023201514,7,4.472141516887657,Winter Barley,52.94227639648892,-6.96898381630076
4703,3.9694656821931895,3.7249376715239677,5.828642958457917,4.102643878408295,3.974364121647019,5.899546387080181,3.6986475245634383,7,4.456892603410573,Winter Barley,52.944389335681954,-6.873841164922569
4432,3.6071994294878427,4.212427914352742,3.550425230264075,6.8058259132829155,2.357806121659681,2.4614480762706687,8.200784758817315,5,4.456559634876463,Maize,52.93215993940386,-7.033335583834562
4047,5.778479252411165,1.8589112126375529,2.3379537633293728,1.8520861608612718,6.447780633340673,7.739139355517061,5.177769145766122,4,4.456017074837603,Spring Barley,52.85630204287676,-6.778221462595419
596,7.456668522605831,2.7373654543938803,3.033079772907674,2.4971916629905326,5.2446617628713685,5.7648881322740895,4.386568655638737,6,4.445774851954587,Spring Barley,52.36616073659079,-6.496576664067596
